id,status,sector,sector_merged,sector_grouped,activity,loan_amount,funded_amount,lender_count,borrower_count,use,description_length
3219539,funded,Food,Food,Personal,Fish Selling,425,425,3,1,to buy more stock for her business.,7
3218896,fundraising,Agriculture,Agriculture,Agriculture,Animal Sales,1350,250,1,1,to purchase more bulls for bull fattening.,7
3218943,funded,Agriculture,Agriculture,Agriculture,Dairy,825,825,19,1,to buy a dairy cow for increased milk production.,9
3218973,funded,Food,Food,Personal,Food Market,675,675,19,1,to add stock to the business.,6
3218893,fundraising,Agriculture,Agriculture,Agriculture,Dairy,1075,175,1,1,to buy a dairy cow for milk production.,8
3218900,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,550,550,1,1,to buy pesticides and manure for his cabbage crop.,9
3218891,funded,Health,Health,Personal,Medical Clinic,825,825,22,1,to purchase more drugs for her clinic.,7
3218825,funded,Food,Food,Personal,Fish Selling,1075,1075,33,1,to stock fish and other items.,6
3218816,funded,Retail,Retail,Business,Retail,825,825,16,1,to buy more stock for her business.,7
3218813,fundraising,Retail,Retail,Business,General Store,1075,50,2,1,to add stock to the business.,6
3218805,fundraising,Agriculture,Agriculture,Agriculture,Cattle,1350,200,7,1,to buy more cattle.,4
3218765,fundraising,Agriculture,Agriculture,Agriculture,Farming,825,575,15,1,to stock agricultural inputs.,4
3218773,funded,Agriculture,Agriculture,Agriculture,Cattle,550,550,14,1,to buy more cattle.,4
3218763,funded,Food,Food,Personal,Fish Selling,825,825,30,1,to add stock to the business.,6
3218750,funded,Retail,Retail,Business,General Store,1075,1075,35,1,to add stock to the business.,6
3218736,funded,Food,Food,Personal,Food,150,150,6,1,to restock shop to better serve customers and increase cash in-flows.,11
3218731,fundraising,Food,Food,Personal,Fish Selling,1625,325,11,1,to add stock to the business.,6
3218723,fundraising,Food,Food,Personal,Food Stall,1625,200,8,1,to add stock to her food stall business.,8
3218715,fundraising,Services,Services,Business,Photography,825,475,16,1,to buy studio equipment.,4
3211823,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,14,1,to buy fertilizer for improved yields.,6
3215825,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,400,400,3,1,to buy manure and mulche to improve soils for healthy crop harvests.,12
3210835,fundraising,Agriculture,Agriculture,Agriculture,Farming,2725,25,1,1,to buy coffee harvests to sell to generate revenue.,9
3210844,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,825,25,1,1,to buy fertilizers to better soils for farming and hire labor for crop growth.,14
3210783,fundraising,Agriculture,Agriculture,Agriculture,Veterinary Sales,1375,125,5,1,to buy agro inputs to sell and generate revenue.,9
3210806,fundraising,Construction,Construction,Personal,Construction Supplies,700,0,0,1,to meet contruction expenses to give his family a permanent place to call home.,14
3210757,fundraising,Food,Food,Personal,Food Production/Sales,1100,0,0,1,to buy more produce to sell and generate revenue.,9
3210740,fundraising,Wholesale,Other,Personal,Goods Distribution,825,25,1,1,to buy an assortment of merchandise for sell to generate revenue.,11
3210719,fundraising,Retail,Retail,Business,Retail,3000,0,0,1,to restock the assortment of merchandise to sell to generate revenue.,11
3210687,fundraising,Retail,Retail,Business,Office Supplies,2175,0,0,1,"to buy more books, files, reams, markers, charts to sell and generate revenue.",13
3210714,fundraising,Wholesale,Other,Personal,Goods Distribution,2725,25,1,1,to buy more goods to sell and generate revenue.,9
3210334,funded,Agriculture,Agriculture,Agriculture,Farming,2725,2725,40,1,to buy manure and mulch to improve soils for farming to obtain better harvests to sell.,16
3210656,fundraising,Manufacturing,Other,Personal,Metal Shop,1375,75,3,1,to buy more scrap metals to sell and generate revenue.,10
3210001,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,3525,25,1,1,to buy fertilizer to improve soils for healthy crop growing.,10
3208688,fundraising,Agriculture,Agriculture,Agriculture,Cattle,2650,25,1,1,to buy vaccines and cows to raise healthy cows to sell to generate revenue.,14
3218242,funded,Clothing,Clothing,Personal,Clothing Sales,675,675,18,1,"to buy more dresses, shirts and skirts to add in her business.",12
3218238,fundraising,Agriculture,Agriculture,Agriculture,Cattle,1350,0,0,1,to buy bullocks for fattening and rearing.,7
3218229,fundraising,Agriculture,Agriculture,Agriculture,Poultry,1350,25,1,1,to purchase poultry feed.,4
3218233,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,550,50,2,1,to buy fertilizers and manure for his banana plantation.,9
3218225,fundraising,Agriculture,Agriculture,Agriculture,Cattle,1075,0,0,1,to purchase animal feed for his cattle.,7
3218232,funded,Food,Food,Personal,Fruits & Vegetables,400,400,11,1,to buy plantains for sale.,5
3218218,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,6,1,to purchase fertilizer for his banana plantation.,7
3218219,fundraising,Agriculture,Agriculture,Agriculture,Farming,1075,0,0,1,to buy fertilizers for her coffee plantation.,7
3218222,funded,Retail,Retail,Business,General Store,550,550,11,1,"to purchase sachets of detergent, boxes of soap, cartons of water, and sodas for her retail shop.",17
3218213,fundraising,Agriculture,Agriculture,Agriculture,Farming,825,25,1,1,to purchase farm inputs such as fertilizers.,7
3218211,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,8,1,to purchase fertilizers for her coffee plantation.,7
3218214,fundraising,Agriculture,Agriculture,Agriculture,Farming,825,25,1,1,to buy fertilizer for his coffee plantation.,7
3218003,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,9,1,to buy more clothes to sell and generate revenue.,9
3217921,funded,Food,Food,Personal,Food Market,1075,1075,32,1,to add variety to her baked offerings.,7
3217899,funded,Agriculture,Agriculture,Agriculture,Poultry,1075,1075,29,1,to buy more poultry and feed.,6
3217290,funded,Food,Food,Personal,Fish Selling,275,275,7,1,to buy more stock for her business.,7
3217260,fundraising,Food,Food,Personal,Food,550,75,3,1,to buy more stock for his business.,7
3217255,funded,Food,Food,Personal,Grocery Store,800,800,25,1,to buy more stock for his business.,7
3217246,fundraising,Retail,Retail,Business,General Store,4000,50,2,1,to buy more stock for his business.,7
3217221,fundraising,Retail,Retail,Business,Retail,2675,50,2,1,to buy more stock for his business.,7
3201004,funded,Food,Food,Personal,Restaurant,150,150,5,1,buy more food for cooking.,5
3216891,fundraising,Agriculture,Agriculture,Agriculture,Poultry,675,50,2,1,to buy more chicks for poultry farming.,7
3214963,funded,Food,Food,Personal,Food Stall,125,125,4,1,to buy more stock for her business.,7
3216936,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,13,1,to buy mulch and manure to apply to her coffee plantation.,11
3216933,funded,Agriculture,Agriculture,Agriculture,Agriculture,275,275,10,1,to buy manure and apply on his coffee plantation.,9
3216935,funded,Agriculture,Agriculture,Agriculture,Agriculture,225,225,8,1,to buy manure and apply on his coffee plantation.,9
3216929,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,275,275,9,1,to buy manure and apply it to her banana plantation.,10
3216930,fundraising,Retail,Retail,Business,Retail,1350,0,0,1,"to buy more stock of soft drinks, soap, cooking oil, sugar and posho.",13
3216931,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,550,150,6,1,to buy and apply manure on his coffee plantation.,9
3216927,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,800,25,1,1,to purchase another piece of land for banana plantation.,9
3216923,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,675,675,24,1,to purchase manure and mulch for the coffee plantation.,9
3216921,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,10,1,to buy manure to add to his banana plantation.,9
3216926,funded,Agriculture,Agriculture,Agriculture,Farming,175,175,4,1,to buy manure for her coffee plantation.,7
3216924,funded,Agriculture,Agriculture,Agriculture,Agriculture,200,200,5,1,to purchase manure for her banana plantation.,7
3216917,fundraising,Services,Services,Business,Tailoring,800,425,12,1,to buy a machine for her tailoring business.,8
3216913,funded,Food,Food,Personal,Restaurant,800,800,23,1,"to purchase matooke, rice, posho, and cooking oil for her restaurant.",11
3216919,funded,Agriculture,Agriculture,Agriculture,Animal Sales,300,300,10,1,to buy goats for rearing.,5
3216914,funded,Clothing,Clothing,Personal,Clothing Sales,800,800,25,1,to buy more clothes to restock her boutique business.,9
3216915,fundraising,Agriculture,Agriculture,Agriculture,Dairy,1350,0,0,1,to purchase more dairy cows.,5
3216910,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,11,1,to purchase manure for her coffee plantation.,7
3216912,funded,Services,Services,Business,Tailoring,550,550,18,1,to buy more fabric to supply her tailoring business.,9
3216908,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,400,400,15,1,to buy manure for her banana plantation.,7
3216909,fundraising,Food,Food,Personal,Cereals,2275,1800,30,1,to purchase more beans for his produce business.,8
3216904,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,150,150,3,1,to purchase manure for the banana plantation.,7
3216906,fundraising,Retail,Retail,Business,Retail,1350,75,3,1,"to buy beer, wasabi and other alcoholic beverages for a bar.",11
3216903,fundraising,Agriculture,Agriculture,Agriculture,Cattle,800,25,1,1,to purchase bullocks for fattening project.,6
3216902,funded,Agriculture,Agriculture,Agriculture,Farming,725,725,19,1,to buy manure for her banana plantation.,7
3216899,fundraising,Agriculture,Agriculture,Agriculture,Farming,1075,75,3,1,to buy manure for her coffee plantation.,7
3216895,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,1350,0,0,1,to hire [rent] land for crop growing expansion.,8
3216887,funded,Health,Health,Personal,Natural Medicines,1200,1200,36,1,to buy more inventory of herbal medicines to sell.,9
3216883,funded,Agriculture,Agriculture,Agriculture,Farming,1200,1200,16,1,to buy fertilizers to add in her coffee plantation.,9
3216884,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,550,550,7,1,"to buy manure fertilizers, mulches, and pruners for her coffee plantation.",11
3216874,fundraising,Agriculture,Agriculture,Agriculture,Farming,1200,50,2,1,to purchase manure for her banana plantation.,7
3216879,fundraising,Agriculture,Agriculture,Agriculture,Cattle,1875,25,1,1,to buy more cattle for fattening and reselling.,8
3216870,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,125,5,1,to buy manure for his banana plantation.,7
3216875,funded,Agriculture,Agriculture,Agriculture,Farming,275,275,4,1,to buy mulch for her banana plantation.,7
3216872,fundraising,Food,Food,Personal,Food,800,25,1,1,to buy more coffee from farmers for trading.,8
3216862,fundraising,Agriculture,Agriculture,Agriculture,Farming,2100,900,22,7,to purchase manure for her banana plantation.,7
3216845,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,10,1,to buy mulch to add to her banana plantation for improved harvests.,12
3216853,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,13,1,to buy manure for his banana plantation.,7
3216859,fundraising,Agriculture,Agriculture,Agriculture,Farming,1200,0,0,1,to purchase mulches for coffee improvement on his farm.,9
3216851,funded,Agriculture,Agriculture,Agriculture,Farming,875,875,12,5,"to purchase seasonal harvests like beans, maize, groundnuts and soap for her retail shop.",14
3216848,funded,Retail,Retail,Business,General Store,550,550,3,1,"to buy sodas, rice and sugar to add in her retail shop.",12
3216840,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,7,1,to buy manure and mulches to apply to her banana plantation’s land.,12
3216836,fundraising,Agriculture,Agriculture,Agriculture,Farming,875,450,16,1,to buy manure and mulches to improve her plantation’s fertility.,10
3216839,funded,Agriculture,Agriculture,Agriculture,Farming,275,275,10,1,to buy mulch for the banana plantation and increase output.,10
3216841,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,0,0,1,to buy mulch and manure to apply to his banana plantation and increase output.,14
3216669,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,25,1,1,to purchase mulches for his coffee plantation.,7
3216833,fundraising,Services,Services,Business,Barber Shop,950,50,2,1,"to buy trim seaters, barber towels, spirits, clipper guards, and trimmers for his shop.",14
3216832,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,3,1,to buy manure and mulch for her coffee plantation.,9
3216827,fundraising,Agriculture,Agriculture,Agriculture,Farming,1500,250,6,10,to buy and apply manure to her banana plantation.,9
3216825,funded,Retail,Retail,Business,Retail,725,725,21,5,"to purchase posho, rice, sugar and soap to sell in her retail shop.",13
3216824,funded,Agriculture,Agriculture,Agriculture,Farming,275,275,9,1,to buy mulch to add in her banana plantation for improved harvests.,12
3216763,fundraising,Agriculture,Agriculture,Agriculture,Farming,625,0,0,1,"to buy manure, fertilizers, and mulches for her banana plantation.",10
3216776,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,800,100,4,1,to buy mulch and manure for his banana plantation to improve the harvest.,13
3216772,funded,Retail,Retail,Business,Retail,275,275,11,1,"to buy mineral water, soft drinks, sodas, beers, beer mugs, local brew, and glasses to sell.",16
3216775,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,0,0,1,to buy manure for his coffee plantation.,7
3216773,funded,Retail,Retail,Business,Retail,400,400,10,1,"to buy soap, salt, sodas, soft drinks, mineral water, books, pens, sugar and sweets for resale in her shop.",19
3216752,funded,Services,Services,Business,Bicycle Repair,550,550,17,1,to purchase spare parts for his bicycle repair business.,9
3216771,funded,Retail,Retail,Business,Shoe Sales,550,550,6,1,to buy more stock of shoes to sell.,8
3216768,fundraising,Agriculture,Agriculture,Agriculture,Farming,800,25,1,1,to purchase fertilizers for his coffee plantation.,7
3216770,fundraising,Clothing,Clothing,Personal,Clothing Sales,1350,0,0,1,to buy more more fashionable clothes for both ladies and gents.,11
3216767,fundraising,Agriculture,Agriculture,Agriculture,Cattle,800,0,0,1,to buy more cattle for fattening and reselling.,8
3216761,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,8,1,to buy manure for his coffee farm.,7
3216766,fundraising,Agriculture,Agriculture,Agriculture,Farming,875,175,7,1,to buy manure to apply on her coffee and banana plantation and increase her yields.,15
3216765,fundraising,Retail,Retail,Business,Retail,1350,0,0,1,"to buy more beer, soda and water to sell in her bar.",12
3216759,fundraising,Agriculture,Agriculture,Agriculture,Farming,950,0,0,1,to purchase mulch and manure for his coffee farm.,9
3216760,funded,Agriculture,Agriculture,Agriculture,Farming,350,350,10,1,to purchase mulch for his coffee plantation.,7
3216756,funded,Agriculture,Agriculture,Agriculture,Farming,450,450,14,1,to purchase manure and mulch to add in his banana plantation.,11
3216757,fundraising,Agriculture,Agriculture,Agriculture,Farming,2150,25,1,1,to buy manure for her banana plantation.,7
3216758,fundraising,Agriculture,Agriculture,Agriculture,Farming,1075,0,0,1,to buy land and expand his agricultural activities.,8
3216755,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,0,0,1,to purchase manure and mulch to add in his coffee plantation.,11
3216754,fundraising,Food,Food,Personal,Cereals,1075,100,4,1,to buy maize for his produce business.,7
3216749,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,75,3,1,to buy manure for her banana plantation.,7
3216750,funded,Agriculture,Agriculture,Agriculture,Agriculture,1200,1200,26,1,to buy manure for her banana plantation.,7
3216716,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,1350,50,1,1,to buy manure for her banana plantation thereby increasing the yield and her income.,14
3216660,fundraising,Retail,Retail,Business,General Store,1350,325,6,1,"to buy sugar, salt, soap, bakery products, and beverages for resale.",11
3216653,funded,Agriculture,Agriculture,Agriculture,Farming,1075,1075,23,1,to buy land for coffee farming.,6
3216656,fundraising,Agriculture,Agriculture,Agriculture,Cattle,1350,200,1,1,to buy bulls for fattening and resale improving family income.,10
3216629,fundraising,Food,Food,Personal,Food Market,1350,935,32,1,"to purchase beans, rice, posho, sugar and other things for her retail business.",13
3216040,funded,Water,Other,Personal,Water Storage/Harvesting,400,400,10,1,buy a tank for harvesting water.,6
3216038,funded,Health,Health,Personal,Pharmacy,400,400,7,1,buy more medicine to sell.,5
3216037,fundraising,Food,Food,Personal,Food Market,1075,150,3,1,buy more sacks of Irish potatoes and matooke to sell.,10
3216035,funded,Food,Food,Personal,Fish Selling,275,275,9,1,buy more fish for selling.,5
3216036,funded,Food,Food,Personal,Fruits & Vegetables,150,150,5,1,buy more fruit to sell.,5
3216033,funded,Food,Food,Personal,Restaurant,275,275,8,1,buy raw food for cooking.,5
3216032,funded,Retail,Retail,Business,Charcoal Sales,200,200,4,1,buy more sacks of charcoal to sell.,7
3216163,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,100,4,1,"to buy manure, fertilizer and mulch for her banana plantation.",10
3216205,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,8,1,to purchase manure for his banana plantation.,7
3216198,funded,Agriculture,Agriculture,Agriculture,Farming,125,125,4,1,to purchase manure for her banana plantation.,7
3216197,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,400,400,15,1,to purchase manure for her banana plantation.,7
3216202,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,550,50,2,1,to buy manure and mulch to apply on his coffee plantation.,11
3216200,fundraising,Food,Food,Personal,Food Market,1350,0,0,1,"to purchase coffee, beans and ground nuts for her agro products business.",12
3216195,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,675,25,1,1,to purchase manure for his banana plantation.,7
3216192,fundraising,Agriculture,Agriculture,Agriculture,Farming,550,125,5,1,to purchase manure for his banana plantation.,7
3216193,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,14,1,to purchase manure for his banana plantation.,7
3216194,fundraising,Agriculture,Agriculture,Agriculture,Farming,1350,0,0,1,to purchase manure for his banana plantation.,7
3216188,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,21,1,to purchase manure for his banana plantation.,7
3216191,funded,Agriculture,Agriculture,Agriculture,Farming,275,275,10,1,to purchase manure for his banana plantation.,7
3216189,fundraising,Agriculture,Agriculture,Agriculture,Cattle,1600,0,0,1,to purchase more cattle for fattening.,6
3216187,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,1350,75,2,1,to buy a piece of land with a coffee plantation.,10
3216185,fundraising,Construction,Construction,Personal,Construction,800,50,2,1,"to buy cement, bricks and nails to finish constructing her house.",11
3216186,funded,Retail,Retail,Business,General Store,400,400,11,1,"to buy more soap, salt and sugar to add to her business.",12
3216184,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,675,675,15,1,to buy manure to add in her banana plantation.,9
3216182,funded,Services,Services,Business,Barber Shop,400,400,8,1,to buy battery and machines for his saloon business.,9
3216181,funded,Agriculture,Agriculture,Agriculture,Farming,150,150,4,1,to buy manure to add in his banana plantation.,9
3216180,fundraising,Agriculture,Agriculture,Agriculture,Farming,1075,0,0,1,to buy fertilizers to add in her coffee plantation.,9
3216178,fundraising,Food,Food,Personal,Food Market,800,0,0,1,to buy more matooke to add in his matooke trading business.,11
3216177,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,1350,0,0,1,to buy land  to plant bananas.,6
3216176,fundraising,Retail,Retail,Business,Retail,1350,0,0,1,"to buy posho, rice, and soap to sell in her shop.",11
3216174,funded,Services,Services,Business,Beauty Salon,400,400,8,1,"to buy more chairs, hair shampoos, and towels to add to his salon business.",14
3216173,fundraising,Agriculture,Agriculture,Agriculture,Cattle,2150,25,1,1,to buy bulls to fatten and resell.,7
3216175,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,800,75,3,1,to buy manure for his banana plantation.,7
3216172,fundraising,Agriculture,Agriculture,Agriculture,Cattle,800,50,2,1,to purchase bullocks to fatten and resell.,7
3216169,fundraising,Agriculture,Agriculture,Agriculture,Farm Supplies,800,25,1,1,"to buy manure, fertilizers, and mulch and to pay for labour.",11
3216168,fundraising,Agriculture,Agriculture,Agriculture,Farming,800,50,2,1,"to buy manure, fertilizers, mulch, and pesticides for her coffee plantation.",11
3216166,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,675,675,19,1,"to buy manure, fertilizers, mulch, sprayers and pesticides.",8
3216164,fundraising,Agriculture,Agriculture,Agriculture,Farming,800,25,1,1,to buy manure to improve yields on his banana plantation.,10
3216165,funded,Agriculture,Agriculture,Agriculture,Farming,375,375,10,1,"to buy mulch, pesticides, manure, and sprayers for his coffee plantation.",11
3216161,funded,Food,Food,Personal,Bakery,800,800,25,1,"to buy baking materials like baking flour, sugar, yeast and sugar.",11
3216162,fundraising,Health,Health,Personal,Medical Clinic,1875,650,22,1,to purchase more drugs to sell in his drugstore.,9
3216158,fundraising,Clothing,Clothing,Personal,Clothing Sales,1075,0,0,1,to buy more dresses and shirts to add to her botique.,11
3216143,funded,Agriculture,Agriculture,Agriculture,Farming,450,450,15,1,to buy manure to improve his coffee output.,8
3216144,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,400,400,16,1,"to buy manure fertilizers, pesticides, mulches, and pruners, and pay laborers for her coffee plantation.",15
3216142,funded,Agriculture,Agriculture,Agriculture,Farming,400,400,14,1,to buy manure and apply on his coffee plantation.,9
3216139,funded,Agriculture,Agriculture,Agriculture,Cattle,400,400,6,1,to buy bullocks for fattening.,5
3216140,funded,Agriculture,Agriculture,Agriculture,Animal Sales,550,550,20,1,to purchase goats for resale.,5
3216137,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,275,275,9,1,to buy fertiliser to improve harvests on his coffee plantation.,10
3216135,funded,Food,Food,Personal,Catering,550,550,10,1,"to buy more cups, flasks and plates to use in her business.",12
3216136,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,275,275,9,1,to buy fertilizers and mulch to add in his banana and coffee plantation.,13
3216130,fundraising,Agriculture,Agriculture,Agriculture,Agriculture,1350,0,0,1,to buy another piece of land with a coffee plantation to increase productivity.,13
3216132,funded,Water,Other,Personal,Water Pumps & Irrigation,950,950,21,1,to set up an irrigation system for his coffee plantation.,10
3216129,fundraising,Food,Food,Personal,Beverages,800,300,10,1,to buy more stock of beverages and increase income.,9
3216069,funded,Retail,Retail,Business,Retail,225,225,2,1,buy more charcoal and raw food to sell..,8
3216074,funded,Retail,Retail,Business,Bookstore,550,550,2,1,to buy more scholarstic materials to sell.,7
3216071,funded,Food,Food,Personal,Grocery Store,225,225,7,1,buy more vegetables and fruits for sale.,7
3216072,funded,Food,Food,Personal,Grocery Store,275,275,5,1,to buy more general merchandise to sell.,7
3216062,funded,Food,Food,Personal,Food,400,400,12,1,buy more snacks to sell.,5
3216049,fundraising,Food,Food,Personal,Beverages,550,125,5,1,"buy more sodas, water, and energy drinks to sell.",9
3216041,fundraising,Food,Food,Personal,Milk Sales,1350,100,3,1,buy a milk cooking can.,5
3214896,funded,Retail,Retail,Business,Retail,425,425,14,1,to buy more stock for her business.,7
3214892,funded,Retail,Retail,Business,General Store,1625,1625,24,1,to add stock to her business.,6
3215756,funded,Retail,Retail,Business,Retail,150,150,3,1,to buy an assortment of merchandise to sell to generate revenue.,11
3200184,funded,Food,Food,Personal,Food,200,200,7,1,"to buy crates of soda, fruits, and boxes of water for selling.",12
3215743,funded,Retail,Retail,Business,General Store,1600,1600,40,1,to add stock to the business.,6
3212087,fundraising,Water,Other,Personal,Community Water Distribution,4900,1975,49,1,to buy refillable bottles to reach more customers who could not previously afford clean drinking water.,16
3212070,fundraising,Water,Other,Personal,Community Water Distribution,4975,2340,60,1,to buy refillable bottles to reach more customers who could not previously afford clean drinking water.,16
3215690,funded,Agriculture,Agriculture,Agriculture,Poultry,1075,1075,10,1,to buy poultry and feed.,5
3214443,funded,Food,Food,Personal,Grocery Store,275,275,10,1,"buy more tomatoes, matooke and onions to sell.",8
3214442,funded,Clothing,Clothing,Personal,Clothing Sales,425,425,14,1,to buy more clothes to sell.,6
3210724,fundraising,Retail,Retail,Business,General Store,550,350,10,1,to buy stock to generate more revenue.,7
3210329,fundraising,Agriculture,Agriculture,Agriculture,Farming,1625,1075,27,1,to buy manure and mulches to improve soils for farming.,10
3200179,funded,Food,Food,Personal,Milk Sales,150,150,2,1,to purchase a fridge to support milk preservation.,8
3214972,funded,Food,Food,Personal,Food Stall,100,100,4,1,to buy more stock for her business.,7
3214969,funded,Retail,Retail,Business,Retail,100,100,3,1,to buy more stock for her business.,7
3214954,funded,Food,Food,Personal,Food Production/Sales,100,100,4,1,to buy more stock for her business.,7
3214947,funded,Retail,Retail,Business,Retail,100,100,1,1,to buy more stock for her business.,7
3214956,funded,Retail,Retail,Business,Retail,100,100,4,1,to buy more stock for her business.,7
3214916,fundraising,Retail,Retail,Business,Retail,4050,190,7,1,to buy more stock for his business.,7
3214904,funded,Retail,Retail,Business,General Store,1625,1625,52,1,to add stock to the business.,6
3214861,funded,Retail,Retail,Business,General Store,1100,1100,17,1,to add stock to the business.,6
3214828,funded,Manufacturing,Other,Personal,Furniture Making,825,825,15,1,to purchase materials to expand his carpentry business.,8
3214437,funded,Clothing,Clothing,Personal,Clothing Sales,275,275,10,1,to buy more clothes to sell.,6
3214438,funded,Food,Food,Personal,Fish Selling,100,100,4,1,to buy more fish to sell.,6
3214433,funded,Retail,Retail,Business,Retail,175,175,6,1,to buy more snacks to sell.,6
3214330,fundraising,Clothing,Clothing,Personal,Clothing Sales,1075,0,0,1,to buy more shirts and trousers to sell.,8
3213347,funded,Water,Other,Personal,Community Water Distribution,15550,15550,449,1,"to launch a safe drinking water business, serving the community and providing employment.",13
3199208,funded,Food,Food,Personal,Fish Selling,225,225,8,1,to buy more fish for resale.,6
3214428,funded,Food,Food,Personal,Cereals,275,275,5,1,to buy more maize for roasting.,6
3214421,fundraising,Retail,Retail,Business,Retail,1350,150,4,1,buy more stock for her shop.,6
3214420,funded,Food,Food,Personal,Restaurant,150,150,2,1,buy raw food for cooking.,5
3214409,funded,Food,Food,Personal,Restaurant,225,225,2,1,buy raw food for cooking.,5
3214360,fundraising,Agriculture,Agriculture,Agriculture,Farming,425,100,4,1,to buy fertilizers to add to his coffee plantation.,9
3214358,funded,Agriculture,Agriculture,Agriculture,Farm Supplies,825,825,14,1,to buy manure to add to her banana plantation.,9
3214356,funded,Agriculture,Agriculture,Agriculture,Farming,550,550,17,1,to buy manure to add in his coffee plantation for improved harvests.,12
3214354,funded,Agriculture,Agriculture,Agriculture,Farming,225,225,7,1,to buy manure to add in her banana plantation for improved harvests.,12
3214352,funded,Food,Food,Personal,Food Market,275,275,11,1,to grow more bananas so as to increase sales in her banana trading business.,14
3214351,fundraising,Retail,Retail,Business,Cosmetics Sales,1350,0,0,1,"to buy more creams, shampoos, hair oils, hair sprays, leave ins, conditioners and moisturizers for her shop.",17
3214348,fundraising,Agriculture,Agriculture,Agriculture,Farming,675,0,0,1,"to buy manure, mulches, fertilizers, pruners, pesticides and sprayers.",9
3214339,funded,Agriculture,Agriculture,Agriculture,Animal Sales,1075,1075,10,1,"to buy more goats and feed, and build a shelter for her goat project.",14
3214065,fundraising,Food,Food,Personal,Milk Sales,1075,375,12,1,to buy more stock for his business.,7
3214043,fundraising,Retail,Retail,Business,Retail,1625,100,4,1,to buy more stock for his business.,7
3213992,funded,Agriculture,Agriculture,Agriculture,Farming,425,425,13,1,to purchase fertilizers and manure and to clear his land for planting.,12
3210710,funded,Housing,Housing,Personal,Personal Housing Expenses,575,575,14,1,to roof his house.,4
3213590,fundraising,Housing,Housing,Personal,Property,1350,750,23,1,to renovate rental houses.,4
3210062,fundraising,Agriculture,Agriculture,Agriculture,Farming,1375,175,3,1,to purchase manure and mulches to improve the soil for farming better harvests to sell.,15
3213586,funded,Retail,Retail,Business,General Store,275,275,9,1,buy more stock for the shop.,6
3213589,funded,Retail,Retail,Business,Charcoal Sales,425,425,5,1,to buy more sacks of charcoal to sell.,8
3213584,funded,Services,Services,Business,Laundry,125,125,4,1,to buy materials for cleaning.,5
3213585,funded,Agriculture,Agriculture,Agriculture,Poultry,550,550,5,1,to buy chicken feed.,4
3213581,fundraising,Retail,Retail,Business,Retail,550,300,9,1,buy additional stock for her shop.,6
3213576,fundraising,Retail,Retail,Business,General Store,550,200,5,1,to buy more inventory for the shop.,7
3213575,funded,Health,Health,Personal,Medical Clinic,950,950,29,1,to purchase medicine and sundries.,5
3213571,fundraising,Food,Food,Personal,Restaurant,825,0,0,1,to buy raw food for cooking.,6
